filename,fold,target,category,esc10,src_file,take
4-177835-A-1.wav,4,1,coughing,False,177835,A
3-142593-A-6.wav,3,6,clock_tick,False,142593,A
2-122763-B-3.wav,2,3,drinking_sipping,False,122763,B
6-300020-A-7.wav,6,7,chewing,False,300020,A
6-300021-A-7.wav,6,7,chewing,False,300021,A
4-194711-A-6.wav,4,6,clock_tick,False,194711,A
5-232802-A-4.wav,5,4,mouse_click,False,232802,A
3-125548-A-5.wav,3,5,keyboard_typing,False,125548,A
1-20545-A-2.wav,1,2,snoring,False,20545,A
3-123086-A-2.wav,3,2,snoring,False,123086,A
5-223099-A-5.wav,5,5,keyboard_typing,False,223099,A
4-191327-A-6.wav,4,6,clock_tick,False,191327,A
4-152995-A-1.wav,4,1,coughing,False,152995,A
3-140323-A-3.wav,3,3,drinking_sipping,False,140323,A
5-209719-A-1.wav,5,1,coughing,False,209719,A
2-87799-A-1.wav,2,1,coughing,False,87799,A
4-183882-B-2.wav,4,2,snoring,False,183882,B
3-144128-A-0.wav,3,0,breathing,False,144128,A
2-114609-B-2.wav,2,2,snoring,False,114609,B
3-151212-A-1.wav,3,1,coughing,False,151212,A
5-243635-A-3.wav,5,3,drinking_sipping,False,243635,A
4-188191-A-3.wav,4,3,drinking_sipping,False,188191,A
4-158653-A-5.wav,4,5,keyboard_typing,False,158653,A
6-300014-A-7.wav,6,7,chewing,False,300014,A
6-300015-A-7.wav,6,7,chewing,False,300015,A
2-87412-A-1.wav,2,1,coughing,False,87412,A
1-63679-A-1.wav,1,1,coughing,False,63679,A
5-223103-A-4.wav,5,4,mouse_click,False,223103,A
5-235671-A-6.wav,5,6,clock_tick,False,235671,A
5-209833-A-6.wav,5,6,clock_tick,False,209833,A
1-36393-A-0.wav,1,0,breathing,False,36393,A
1-35687-A-6.wav,1,6,clock_tick,False,35687,A
6-300037-A-7.wav,6,7,chewing,False,300037,A
6-300036-A-7.wav,6,7,chewing,False,300036,A
5-210571-A-6.wav,5,6,clock_tick,False,210571,A
3-132601-A-1.wav,3,1,coughing,False,132601,A
3-151255-A-2.wav,3,2,snoring,False,151255,A
6-300008-A-7.wav,6,7,chewing,False,300008,A
5-207836-C-3.wav,5,3,drinking_sipping,False,207836,C
4-181708-A-5.wav,4,5,keyboard_typing,False,181708,A
2-104168-A-5.wav,2,5,keyboard_typing,False,104168,A
5-201194-A-6.wav,5,6,clock_tick,False,201194,A
1-85909-A-3.wav,1,3,drinking_sipping,False,85909,A
3-133977-A-3.wav,3,3,drinking_sipping,False,133977,A
3-158056-A-4.wav,3,4,mouse_click,False,158056,A
1-40621-A-2.wav,1,2,snoring,False,40621,A
2-138257-A-4.wav,2,4,mouse_click,False,138257,A
1-37226-A-3.wav,1,3,drinking_sipping,False,37226,A
4-192068-A-4.wav,4,4,mouse_click,False,192068,A
3-149042-A-1.wav,3,1,coughing,False,149042,A
2-126756-A-3.wav,2,3,drinking_sipping,False,126756,A
4-181035-A-6.wav,4,6,clock_tick,False,181035,A
4-205526-A-0.wav,4,0,breathing,False,205526,A
